country,city,GSV,espg,name,year,week,latitude,longitude,counts_week,spatial_lag,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,3_way_int_count,4_way_int_count,median_speed,dist_to_greenspace,dist_to_bikePOI,dist_to_edu,dist_to_train,bike_points,bus_stops,restaurants,daily_shops,business_shops,traffic_signals,cycle_length,ndvi_mean,ndvi_std,dem_mean,dem_std,lst_mean,lst_std,lc_entropy,pop_sum,build_area
Netherlands,Wageningen,n,32631,"Churchillweg0fietspaden,0van0Hoevestein0naar0Haverlanden,0Wageningen",2018,44,51.97825,5.67049,26231,209261,51,118,4.62745098,11876.865,100.6513983,2.843137255,42,6070.194,61,99.51137705,1.034476422,32,10,30,4,76,76,4,1,2,1,0,1,0,1946.387141,0.427924947,0.147094075,12.9124424,1.541045796,16.48134631,0.506718648,0.889053139,382.4568787,0.04071556
Netherlands,Wageningen,n,32631,"Fietspad0Van0Uvenweg,0van0Floralaan0naar0Crocusstraat,0Wageningen",2018,44,51.97547,5.668431,10905,224587,55,140,5.090909091,12744.881,91.03486429,3,50,6504.202,72,90.33613889,1.049177894,40,10,30,37,55,1,37,1,0,0,0,0,0,1375.258165,0.349421261,0.115753167,11.93577982,1.339418122,16.93988765,0.187794336,0.8273805,444.6863708,0.04463216
Netherlands,Wageningen,n,32631,"Nobelweg,0van0Geertjesweg0naar0Jagerskamp,0Wageningen",2018,44,51.97528,5.67608,15660,219832,40,97,4.85,10771.547,111.0468763,3.125,38,5425.493,49,110.7243469,1.041203563,29,9,30,0,0,37,0,4,0,0,2,0,0,82.62672708,0.399823169,0.144724369,15.99082569,1.910835414,16.53814977,0.406295745,0.823825748,385.5161438,0.04056563
Netherlands,Wageningen,n,32631,"Bergstraat,0van0Spijk0naar0De0Bevrijdingsstraat,0Wageningen",2018,44,51.96754,5.666654,28967,206525,89,170,3.820224719,12699.159,74.70093529,2.943820225,80,8542.94,112,76.27625,1.026971281,61,13,50,31,0,31,0,25,5,18,5,30,18,1222.251789,0.297918757,0.175895919,13.59633028,1.930533349,17.49132965,0.886281326,0.7654425,491.4229126,0.06324906
Netherlands,Wageningen,n,32631,"Kierkamperweg0fietspaden,0van0N7810naar0Achter...",2019,39,51.99407,5.66454,8168,227324,8,10,2.5,5057.051,505.7051,2.875,6,4161.786,7,594.5408571,1.0024901,3,3,80,75,66,66,75,2,0,0,0,0,11,1288.384229,0.431572263,0.160594823,12.1559633,1.845770329,17.83270096,1.620354522,0.785805233,183.087738,0.00735057
Netherlands,Wageningen,n,32631,"Oordensteeg0fietspad,0van0Slagsteeg0naar0Rietv...",2019,39,51.98035,5.6409,516,234976,21,51,4.857142857,3746.737,73.46543137,3.047619048,18,1892.557,26,72.79065385,1.069320892,9,8,15,64,33,63,64,0,0,0,0,0,0,481.6699763,0.531812544,0.108477609,5.648401826,1.216190137,16.17658279,0.379502749,0.789575882,115.8618317,0.00874981
Netherlands,Wageningen,n,32631,"Dijkgraaf0fietspad,0van0Louis0Bouwmeesterstraa...",2019,39,51.9809,5.6556,9137,226355,36,75,4.166666667,7517.443,100.2325733,3.027777778,32,4697.32,47,99.94297872,1.042464971,23,9,50,3,0,66,75,5,4,0,0,0,16,1922.795337,0.532449422,0.163825103,10.32876712,2.903571071,15.82886077,0.689117432,0.793921201,283.5380859,0.01839675
Netherlands,Wageningen,n,32631,"Nieuwe0Kanaal0Fietsverkeer,0van0Veensteeg0naar...",2019,39,51.97438,5.64173,2223,233269,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,64,63,64,0,0,0,0,0,0,499.6037132,0.545731341,0.157517586,6.739726027,3.260504194,15.88847344,0.330633198,0.826688652,112.6489029,0.00080505
Netherlands,Wageningen,n,32631,"Dijkgraaf,0van0Plassteeg0naar0Sportvelden,0Wag...",2019,39,51.98948,5.64878,5331,230161,4,8,4,4253.412,531.6765,3,4,2126.706,4,531.6765,1.140496077,4,0,60,30,76,30,0,0,0,0,0,0,0,282.1480023,0.54951635,0.116194754,7.309859155,0.907840899,15.97393312,0.56634816,0.825582797,67.40372467,0
Netherlands,Wageningen,n,32631,"Dijkgraaf,0van0Langesteeg0naar0Bennekomsesteeg...",2019,39,51.9922,5.6466,3802,231690,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,42,54,36,0,0,0,0,0,0,0,0.600238952,0.037477009,7.210045662,0.956443898,15.03791537,0.535725305,0.801701432,44.8517952,0
Netherlands,Wageningen,n,32631,"Zwarteweg0fietspad,0van0Geertjesweg0naar0Brede...",2019,39,51.97845,5.70282,3553,231939,0,0,0,0,0,0,0,0,0,0,0,0,0,60,76,36,37,0,0,0,0,0,0,0,834.8290481,0.76317749,0.051899492,44.11059908,3.782902125,12.97324016,0.181196038,0.915178444,41.50996017,0
Netherlands,Wageningen,n,32631,"Grintweg,0van0Bosweg0naar0Buissteeg,0Wageningen",2019,40,51.98373,5.67606,10522,224970,22,44,4,8263.578,187.8085909,3.318181818,22,4899.847,30,163.3282333,1.022260345,15,7,50,75,75,66,75,2,2,1,0,0,4,970.4396322,0.533936544,0.125733166,14.58215962,2.251564095,15.37879851,0.525689411,0.695101146,186.7654419,0.0077016
Netherlands,Wageningen,n,32631,"Slagsteeg,0van0Nieuwe0Steeg0naar0Egelsteeg,0Wa...",2019,40,51.98671,5.63286,218,235274,6,10,3.333333333,6829.886,682.9886,2.333333333,4,3414.943,5,682.9886,1.001559454,4,0,60,75,0,75,76,0,0,0,0,0,0,0,0.609906958,0.060451776,5.266055046,1.059186132,16.44211851,0.909977218,0.696824677,34.05154419,0
Netherlands,Wageningen,n,32631,"Fietspad0Kanaalweg-Ooststeeg,0van0Kortenoord0A...",2019,40,51.97565,5.65025,2164,233328,49,95,3.87755102,11338.809,119.3558842,2.795918367,38,6754.229,63,107.2099841,1.069792953,25,8,50,30,0,36,76,4,2,1,0,0,7,1714.410639,0.405073743,0.146179693,8.676056338,1.659582909,15.74864519,1.049950223,0.729832422,415.5108032,0.03068563
Netherlands,Wageningen,n,32631,"Mondriaanlaan,0van0Wim0Sonneveldstraat0naar0Ca...",2019,40,51.98063,5.65523,2176,233316,37,79,4.27027027,7727.955,97.82221519,3.081081081,34,4802.576,49,98.0117551,1.055591191,25,9,50,0,3,67,76,5,4,0,0,0,16,2032.292395,0.532762738,0.151600138,9.940092166,2.749295007,15.90976247,0.64311633,0.78749948,261.4833984,0.01755216
Netherlands,Wageningen,n,32631,"Nobelweg,0van0Lorentzstraat0naar0Hollandseweg,...",2019,40,51.97918,5.67679,5262,230230,46,105,4.565217391,11807.975,112.4569048,2.739130435,37,5960.873,55,108.3795091,1.06214764,31,6,30,39,26,77,10,7,2,1,0,0,0,1507.487235,0.417864545,0.180182732,15.96347032,1.621358248,16.16230781,0.586367771,0.90630758,336.7647705,0.0435914
Netherlands,Wageningen,n,32631,"Nude,0van0Lawickse0Allee0naar0Alberdaweg,0Wage...",2019,40,51.96071,5.64771,1686,233806,26,56,4.307692308,7578.265,135.3261607,2.923076923,25,4044.398,33,122.5575152,1.076602965,25,0,50,37,37,0,55,2,4,0,0,1,0,1572.849338,0.3712017,0.18720592,9.479452055,2.622921037,18.01859036,1.67974727,0.874426031,277.9517517,0.03288528
Netherlands,Wageningen,n,32631,"Fietspad0Nijlantsingel,0van0Binnenhaven0naar0H...",2019,40,51.97356,5.65164,2660,232832,65,129,3.969230769,13969.899,108.2937907,2.646153846,47,7635.807,75,101.81076,1.05075546,35,8,30,26,78,39,78,4,2,1,0,0,0,1113.409104,0.426071672,0.135976674,8.877272727,1.948993171,15.37861772,0.841590822,0.788334917,360.0352783,0.02889771
Netherlands,Wageningen,n,32631,"Slagsteeg,0van0Oordensteeg0naar0Kanaalweg,0Wag...",2019,40,51.97736,5.63949,915,234577,4,6,3,456.526,76.08766667,3.25,4,228.263,3,76.08766667,1.188663087,3,1,55,0,66,3,0,0,0,0,0,0,0,0,0.608608784,0.050414066,5.408256881,1.59509733,16.29218929,0.285824593,0.577024091,79.95109558,0.00077456
Netherlands,Wageningen,n,32631,"Rijnsteeg,0van0Duikerlaan0naar0Egelsteeg,0Wage...",2019,40,51.98738,5.64144,2740,232752,16,34,4.25,2445.383,71.92302941,2.6875,12,1318.869,18,73.2705,1.126742197,9,3,15,60,58,60,31,0,0,0,0,0,0,311.0442021,0.553928987,0.115100012,6.525114155,1.07824454,15.87786057,0.581256217,0.569761716,90.01808167,0.00607372
Netherlands,Wageningen,n,32631,"Bornsesteeg,0van0Kielekampsteeg0naar0Droevenda...",2019,40,51.99106,5.65733,3275,232217,5,8,3.2,3635.23,454.40375,3.4,5,1817.615,4,454.40375,1.004177163,3,2,60,42,0,67,76,0,0,0,0,0,0,587.2536404,0.456959876,0.085405407,9.100456621,1.223420526,16.86900908,0.353634237,0.759032221,94.10478973,0.0024001
Netherlands,Gouda,n,32631,Burgemeester0Lucassenlaan0te0Reeuwijk0van0Goud...,2020,38,52.03629,4.720299,13338,13527289,8,16,4,979.132,61.19575,2.5,6,489.566,8,61.19575,1.170842144,6,0,0,32,32,32,73,0,2,1,0,0,5,1207.378654,0.181991624,0.207871016,-1.506912442,1.274058126,18.17684107,2.116368942,0.823561379,115.7755432,0.01179542
Netherlands,Gouda,n,32631,Zoutmansweg0te0Reeuwijk0van0Gouda0naar0Reeuwij...,2020,38,52.0375,4.719598,17013,13523614,20,44,4.4,7239.473,164.5334773,2.7,17,3658.446,23,159.0628696,1.097854058,13,2,0,8,46,8,56,0,2,1,0,0,5,1293.458836,0.217887578,0.173471921,-1.778801843,1.315246448,19.31759883,2.036161361,0.820459912,137.8979492,0.02046849
Netherlands,Gouda,n,32631,Bruggepad0te0Reeuwijk0van0Reeuwijk0naar0Gouda0...,2020,38,52.03857,4.716592,14511,13526116,33,74,4.484848485,9305.971,125.7563649,2.393939394,23,4691.695,38,123.4656579,1.07799444,19,2,15,63,15,63,0,0,0,0,0,0,5,1238.132965,0.260253129,0.153235728,-1.995412844,1.182819313,21.89426247,1.458441505,0.757114271,235.3285675,0.05052682
Netherlands,Gouda,n,32631,Bloemendaalseweg0te0Gouda0van0Boskoop0naar0Gou...,2020,38,52.03431,4.6927,21631,13518996,12,22,3.666666667,3922.094,178.277,2.25,7,1961.047,11,178.277,1.020892503,6,1,30,0,0,0,0,0,2,0,0,0,0,330.9268497,0.613306523,0.151917829,-1.248826291,1.799598555,19.34977901,0.37807729,0.922212917,171.5927277,0.00657064
Netherlands,Gouda,n,32631,N2070Henegouwerweg0van0Gouda0naar0Boskoop0thv0...,2020,38,52.02588,4.667481,7293,13533334,22,33,3,5938.185,179.945,2.954545455,20,4338.983,29,149.6201034,1.0981707,17,3,0,34,0,42,0,0,0,0,0,0,6,1140.358268,0.338890138,0.23345134,-1.880733945,1.586784705,20.51136262,0.828758585,0.823118096,193.7082825,0.01555509
Netherlands,Gouda,n,32631,Speelbrug0te0Gouda0van0Gouda0naar0Moordrecht0v...,2020,38,52.00471,4.696371,27756,13512871,33,70,4.242424242,6811.9,97.31285714,3.090909091,31,4199.933,43,97.67286047,1.015386999,24,7,30,62,46,62,39,0,2,0,0,0,0,836.4854223,0.234797769,0.20465691,0.009090909,1.651420626,18.85012207,1.774563422,0.921541673,406.8306885,0.02368834
Netherlands,Gouda,n,32631,N2070Haastrechtsebrug0(W)0van0Gouda0naar0Stolw...,2020,38,52.00558,4.721207,11237,13529390,34,60,3.529411765,11158.563,185.97605,2.529411765,26,5937.432,38,156.2482105,1.078431871,26,0,50,0,0,0,0,0,3,0,0,1,8,1934.460603,0.358909338,0.152508429,0.97235023,1.912647815,20.33556848,1.177611891,0.877766277,375.3382263,0.02865304
Netherlands,Gouda,n,32631,N2070Haastrechtsebrug0(O)0van0Stolwijk0naar0Go...,2020,38,52.00608,4.721217,14775,13525852,36,64,3.555555556,11573.253,180.8320781,2.638888889,29,6144.777,40,153.619425,1.056544588,28,1,50,0,77,0,52,0,3,0,0,0,9,1971.49203,0.337836966,0.145240138,1.408256881,1.651611859,20.36684705,1.160721944,0.885665446,396.0067139,0.03088518
Netherlands,Gouda,n,32631,Spoorstraat0(O)0te0Gouda0van0Binnenstad0naar0A...,2020,38,52.01812,4.709365,32193,13508434,48,90,3.75,8726.924,96.96582222,3.083333333,45,5643.971,62,91.03179032,1.035113217,32,10,50,8,0,56,56,2,11,1,1,0,14,2376.677695,0.220740832,0.13397305,0.611872146,1.741265394,21.15827001,0.649429206,0.610775049,614.4753418,0.05226872
Netherlands,Gouda,n,32631,Spoorstraat0(W)0te0Gouda0van0A120naar0Binnenst...,2020,38,52.01809,4.70914,36167,13504460,50,95,3.8,8152.5,85.81578947,3.06,46,5394.456,66,81.73418182,1.036590831,32,11,50,30,0,56,56,2,11,1,1,0,14,2411.37742,0.219530143,0.135423659,0.666666667,1.778443559,21.14959689,0.689407075,0.61860963,646.6298828,0.05234028
Netherlands,Gouda,n,32631,Rotterdamseweg0(Z)0te0Gouda0van0Moordrecht0naa...,2020,38,52.0005,4.6969,12984,13527643,74,141,3.810810811,13051.667,92.56501418,2.797297297,63,8842.118,94,94.06508511,1.128667472,54,8,50,52,63,42,0,0,2,0,0,0,8,1477.808697,0.277698943,0.153348291,-0.680365297,1.531444495,19.78512504,1.090347747,0.759223098,433.9053345,0.02050346
Netherlands,Gouda,n,32631,Rotterdamseweg0(N)0te0Gouda0van0Gouda0naar0Moo...,2020,38,52.0007,4.6976,10221,13530406,82,160,3.902439024,14562.19,91.0136875,2.87804878,72,9918.082,108,91.83409259,1.11446656,60,11,50,59,32,49,73,0,2,0,0,0,8,1433.650521,0.281808098,0.139288158,-0.809090909,1.467808847,20.0171076,1.088174821,0.734069445,464.7457275,0.02458436
Netherlands,Gouda,n,32631,Kanaaldijk0te0Gouderak0van0Gouda0naar0Gouderak...,2020,38,51.99583,4.695537,14502,13526125,15,24,3.2,5519.775,229.990625,2.666666667,12,2985.419,18,165.8566111,1.046455707,11,1,50,59,32,49,73,0,2,0,0,1,0,623.7072916,0.304170709,0.186677824,0.063926941,2.817999082,21.10147109,2.044322239,0.80768401,208.7893219,0.02582218
Netherlands,Gouda,n,32631,Goejanverwelledijk0van0Haastrecht0naar0Gouda0...,2020,38,52.00278,4.759882,14783,13525844,6,10,3.333333333,2889.404,288.9404,2,3,1444.702,5,288.9404,1.008412638,3,0,0,42,52,5,63,0,0,0,0,0,0,1204.720846,0.479178614,0.096776517,-1.182648402,1.24726928,18.17834528,0.531639561,0.536215157,39.66107178,0.00383797
USA,San0Diego,y,32611,Pacific0Hwy0S0of0Taylor0St,2020,27,32.753505,-117.200748,162,912615,21,44,4.19047619,5908.661,134.28775,3.523809524,21,3975.365,28,141.9773214,1.006857745,12,7,56.3269,0,0,0,0,1,19,0,1,0,7,253.1151565,0.070325262,0.08809058,3.52293578,2.459194805,26.71823932,1.165146067,0.466626109,45.29246521,0.0422012
USA,San0Diego,y,32611,Harbor0Dr0W0of0Coast0Guard0Drwy,2019,18,32.727251,-117.180207,4631,908146,4,3,1.5,965.763,321.921,3.5,4,965.763,3,321.921,1.00701133,2,2,72.4203,169,153,153,152,1,1,0,0,0,4,511.0700249,0.061096379,0.108710457,1.702325581,2.612090704,24.27372366,3.82452326,0.711354349,6.585007668,0.00717419
USA,San0Diego,y,32611,River0Pathway,2020,38,32.760336,-117.202254,3024,909753,17,17,2,8893.211,523.1300588,2.882352941,16,8893.211,17,523.1300588,1.137893538,14,1,104.6071,167,145,151,0,0,0,0,0,0,0,852.4110487,0.263268682,0.2280452,6.436363636,4.617215361,23.2535467,1.358560271,0.721695518,16.32691574,0.00080427
USA,San0Diego,y,32611,La0Jolla0Blvd0N0of0Forward0St,2018,9,32.814089,-117.269598,557,912220,63,130,4.126984127,13454.518,103.4962923,3.142857143,61,7745.799,87,89.03217241,1.019452423,48,13,0,7,146,24,139,0,3,2,0,0,0,0,0.208355588,0.117351738,24.99543379,8.309370689,25.26448345,1.539188001,0.593397694,380.4783325,0.02039051
USA,San0Diego,y,32611,Torrey0Pines0Rd0E0of0Almafi0St,2021,38,32.851902,-117.254963,92,912685,49,118,4.816326531,12955.244,109.7902034,3.265306122,45,7540.295,70,107.7185,1.049088061,26,17,56.3269,156,150,148,5,0,1,2,2,0,4,0,0.313603179,0.160857442,14.14090909,5.940091757,24.64819336,0.790937845,0.738513776,321.6176147,0.00821114
USA,San0Diego,y,32611,Gilman0Dr0S0of0La0Jolla0Village0EB0ramps,2018,26,32.87086,-117.237917,1095,911682,26,42,3.230769231,4973.767,118.4230238,3.230769231,25,4410.885,36,122.5245833,1.016681503,15,9,72.4203,127,167,145,170,0,0,0,0,0,2,0,0.346477546,0.213848428,102.3364055,13.67368936,25.79488137,0.797260325,0.795557039,959.625,0.0245002
USA,San0Diego,y,32611,Torrey0Pines0Rd0N0of0Expedition0Way,2020,36,32.872192,-117.243596,978,911799,31,58,3.741935484,9903.529,170.7505,3.129032258,27,6314.652,40,157.8663,1.060195629,15,12,72.4203,146,144,112,151,0,4,0,0,0,6,256.5202139,0.309181708,0.196541346,125.2018779,3.8955369,24.05389891,0.554680315,0.721787853,104.5819702,0.01498259
USA,San0Diego,y,32611,Sorrento0Valley0Rd,2020,36,32.917628,-117.238333,1850,910927,10,16,3.2,1531.134,95.695875,3.1,9,1281.823,12,106.8185833,1.007765233,6,3,64.3736,146,146,147,0,0,0,1,0,0,1,285.3856599,0.427977517,0.248087107,11.95283019,9.924604527,23.18455649,1.930557693,0.882569598,0,0.0157485
USA,San0Diego,y,32611,La0Mesa0University0Ave0E0of0Spring0St,2019,38,32.767833,-117.018718,55,912722,40,93,4.65,9697.584,104.2750968,3.1,35,5197.117,51,101.9042549,1.109505142,21,14,0,140,84,140,84,0,2,2,0,1,0,0,0.217263721,0.135912372,172.8401826,6.052814128,29.29610579,0.579484485,0.612929813,423.4942627,0.00131034
USA,San0Diego,y,32611,El0Cajon0Washington0Ave0W0of0Jamacha0Rd,2021,38,32.787666,-116.928476,5844,906933,22,47,4.272727273,7711.456,164.0735319,3.045454545,20,3875.775,24,161.490625,1.101861678,15,5,0,78,80,78,0,0,2,3,5,8,2,277.0072122,0.159509144,0.108971861,154.9252336,1.773116664,29.59491366,0.448132274,0.561227736,505.6791077,0.02334145
USA,San0Diego,y,32611,Camino0Del0Mar0S0of014th0St,2020,36,32.959836,-117.265153,3726,909051,49,119,4.857142857,11838.98,99.48722689,3.06122449,46,6585.068,64,102.8916875,1.069726542,31,12,0,145,0,147,23,3,2,10,1,13,6,434.8957174,0.270161178,0.156392317,36.47727273,12.20895468,23.77831587,0.845607703,0.639094591,148.0531006,0.04029907
USA,San0Diego,y,32611,Del0Mar0Heights0Rd0W0of0Carmel0County,2022,38,32.954064,-117.233149,362,912415,24,36,3,5261.73,146.1591667,3.416666667,22,5152.059,32,161.0018437,1.021015795,8,14,72.4203,150,131,58,0,0,0,4,1,0,8,0,0.19807937,0.147592723,69.12727273,3.732191876,25.9481756,0.544577127,0.675981384,358.3651428,0.03535441
USA,San0Diego,y,32611,Coronado0Bayshore0Bikeway0near0Glorietta,2020,36,32.689178,-117.169583,11212,901565,28,64,4.571428571,7638.255,119.3477344,3.285714286,27,4581.076,39,117.4634872,1.005548579,19,7,0,145,127,167,143,1,0,0,0,0,0,739.67573,0.483499156,0.227905206,7.378995434,1.748506707,24.28786298,1.036557467,0.786843533,201.0883331,0
USA,San0Diego,y,32611,Ted0Williams0Fwy0W0of0Camino0Del0Sur,2019,36,32.957856,-117.153297,3066,909711,19,29,3.052631579,5830.468,201.0506207,3.315789474,18,5039.192,25,201.56768,1.020720387,10,8,80.467,148,149,2,150,0,0,0,1,0,8,523.1710726,0.254934997,0.144004622,112.2837209,7.608347015,27.74291652,0.996493222,0.822825553,21.86284256,0.0005292
USA,San0Diego,y,32611,National0City0Sweetwater0Bike0Path,2019,38,32.657305,-117.070277,1831,910946,4,3,1.5,1243.215,414.405,2.5,3,1243.215,3,414.405,1.013190651,3,0,0,1,165,116,149,0,1,1,0,0,0,548.6091072,0.331455279,0.225408815,10.51612903,2.667601788,25.38220946,1.75583472,0.923734575,0,0
USA,San0Diego,y,32611,Imperial0Beach0Bayshore0Bikeway,2020,36,32.589481,-117.111115,9917,902860,8,16,4,2057.322,128.582625,2.625,5,1028.661,8,128.582625,1.013654999,2,3,0,143,143,149,138,2,0,0,0,0,0,550.748068,-0.019582781,0.307211642,3.175115207,3.16471446,22.61492386,3.092176808,0.714314262,327.9735718,0
USA,San0Diego,y,32611,Imperial0Beach0Palm0Avenue0E0of0Seacoast,2019,38,32.583963,-117.130886,846,911931,26,72,5.538461538,8994.575,124.9246528,3.346153846,24,4652.808,37,125.7515676,1.011172865,12,11,0,60,147,58,142,0,0,2,0,0,0,0,0.134209928,0.120764017,3.248120301,1.795591992,24.87514685,1.995146932,0.759754487,392.5131226,0.00050533
Netherlands,Venlo,n,32632,Fietsbrug0Maas0noordkant0van0Blerick0naar0Broe...,2020,49,51.35846,6.142318,12996,137554,30,67,4.466666667,9637.949,143.8499851,3.1,29,4869.965,36,135.2768056,1.179527095,24,5,30,0,57,57,54,0,1,0,0,0,0,973.7325197,0.429981787,0.173064443,22.97695853,2.668198785,21.22858088,0.727179397,0.962223054,139.8136749,0.02141335
Netherlands,Venlo,n,32632,Pastoor0Lemmensstraat0van0Venlo0naar0Broek0thv...,2020,49,51.34776,6.156524,9433,141117,12,22,3.666666667,2747.314,124.8779091,2.583333333,9,1373.657,11,124.8779091,1.006799134,8,1,50,65,120,15,67,0,0,0,0,0,0,327.7259429,0.440990931,0.166502542,20.86363636,1.634721398,20.44948287,0.669531422,0.838828272,112.5273285,0.01657244
Netherlands,Venlo,n,32632,Koninginnesingel0van0Roermondsepoort0naar0Koni...,2020,49,51.36642,6.168812,10762,139788,72,120,3.333333333,10223.69,85.19741667,2.875,65,7453.809,90,82.8201,1.089644641,52,9,50,113,58,2,113,3,2,16,0,2,23,2089.034679,0.195083556,0.110253317,22.00458716,1.85110358,23.31216403,0.691676357,0.593959976,271.3560486,0.05111365
Netherlands,Venlo,n,32632,Fietsbrug0Eindhovenseweg0van0Blerick0naar0Venl...,2020,49,51.36929,6.159471,19794,130756,28,52,3.714285714,7002.905,134.67125,3.25,26,5143.167,38,135.3465,1.042985097,17,8,50,75,113,113,7,0,0,0,0,0,16,2316.827343,0.319368649,0.227982663,16.01869159,5.352929687,20.60638143,2.020807249,0.898136894,124.4093933,0.01164068
Netherlands,Venlo,n,32632,N2710van0Venlo0naar0Velden0thv0A670(10Ri.),2020,49,51.39631,6.172275,1871,148679,23,37,3.217391304,8326.037,225.028027,3.173913043,20,7119.094,30,237.3031333,1.133247331,11,8,80,92,0,26,115,0,0,0,0,0,16,1127.470559,0.481822612,0.18675141,24.1797235,2.382724676,19.4858781,0.757468158,0.984878586,147.4163208,0.01364218
Netherlands,Venlo,n,32632,Pastoor0Lemmensstraat0van0Venlo0naar0Broek0thv...,2020,49,51.34776,6.156524,10903,139647,12,22,3.666666667,2747.314,124.8779091,2.583333333,9,1373.657,11,124.8779091,1.006799134,8,1,50,65,120,15,67,0,0,0,0,0,0,327.7259429,0.440990931,0.166502542,20.86363636,1.634721398,20.44948287,0.669531422,0.838828272,112.5273285,0.01657244
Netherlands,Venlo,n,32632,Kaldenkerkerweg0van0A730naar0Provincialeweg0(1...,2020,49,51.33865,6.151931,3157,147393,32,67,4.1875,8610.637,128.5169701,3.1875,30,5427.125,42,129.2172619,1.081906746,20,10,50,25,88,26,88,0,1,1,0,0,7,625.239215,0.377534126,0.215219128,26.31506849,4.732699942,20.91516392,1.216600508,0.937180785,135.0618439,0.02961134
Netherlands,Venlo,n,32632,Koninginnesingel0van0Koninginneplein0naar0Roer...,2020,49,51.36667,6.169092,10327,140223,77,129,3.350649351,10065.561,78.02760465,2.922077922,71,7397.336,100,73.97336,1.090235979,59,9,50,113,58,2,113,3,2,19,1,5,23,2034.466969,0.19366863,0.109486344,22.27522936,1.793830199,23.31357735,0.72131674,0.628678201,254.8971252,0.05689257
Netherlands,Venlo,n,32632,Koninginnesingel0van0Roermondsepoort0naar0Koni...,2020,49,51.36642,6.168812,12517,138033,72,120,3.333333333,10223.69,85.19741667,2.875,65,7453.809,90,82.8201,1.089644641,52,9,50,113,58,2,113,3,2,16,0,2,23,2089.034679,0.195083556,0.110253317,22.00458716,1.85110358,23.31216403,0.691676357,0.593959976,271.3560486,0.05111365
Netherlands,Venlo,n,32632,Tegelseweg0van0Venlo0naar0Roermond0thv0A730(10...,2020,49,51.35334,6.151033,6286,144264,20,30,3,6191.499,206.3833,3.35,19,6165.732,28,220.2047143,1.118927175,10,9,50,113,113,2,60,0,0,0,0,1,17,1704.535581,0.417992685,0.189030127,19.28181818,2.780228304,21.85652299,1.321729108,0.987796284,138.6304932,0.01357203
Netherlands,Venlo,n,32632,Fietsbrug0Maas0noordkant0van0Blerick0naar0Broe...,2020,49,51.35846,6.142318,15126,135424,30,67,4.466666667,9637.949,143.8499851,3.1,29,4869.965,36,135.2768056,1.179527095,24,5,30,0,57,57,54,0,1,0,0,0,0,973.7325197,0.429981787,0.173064443,22.97695853,2.668198785,21.22858088,0.727179397,0.962223054,139.8136749,0.02141335
Netherlands,Venlo,n,32632,Tegelseweg0van0Roermond0naar0Venlo0thv0A730(20...,2020,49,51.35316,6.15134,14400,136150,19,26,2.736842105,6848.886,263.4186923,3.263157895,18,6468.464,25,258.73856,1.112740553,11,7,50,113,113,0,60,0,0,0,0,1,17,1619.80427,0.40793241,0.192702724,19.56944444,3.037541597,21.9000651,1.36887637,0.977892246,152.0805817,0.01464099
Netherlands,Venlo,n,32632,Fietsbrug0Eindhovenseweg0van0Blerick0naar0Venl...,2020,49,51.36929,6.159471,22978,127572,28,52,3.714285714,7002.905,134.67125,3.25,26,5143.167,38,135.3465,1.042985097,17,8,50,75,113,113,7,0,0,0,0,0,16,2316.827343,0.319368649,0.227982663,16.01869159,5.352929687,20.60638143,2.020807249,0.898136894,124.4093933,0.01164068
Netherlands,Amersfoort,n,32631,"Liendertseweg,0tussen0Ringweg0Kruiskamp0en0Lie...",2019,15,52.165996,5.399141,32071,13508556,60,129,4.3,10786.953,83.6197907,3.066666667,54,7352.95,79,93.07531646,1.033065059,33,17,30,2,0,0,0,2,3,0,0,1,9,1743.3564,0.383700071,0.157957417,3.266055046,1.557121561,21.46696262,0.707802283,0.835739767,619.3423462,0.03100443
Netherlands,Amersfoort,n,32631,"Meerkoetpad,0tussen0Liendertseweg0en0Jan0van0R...",2019,15,52.166909,5.39626,19019,13521608,39,77,3.948717949,8574.404,111.3558961,3.102564103,35,6023.077,48,125.4807708,1.065789522,23,9,30,0,50,0,52,1,0,0,0,1,8,2367.081883,0.379528127,0.154590963,2.275229358,1.624760023,22.01175011,0.734099319,0.881566743,540.0772095,0.02076788
Netherlands,Amersfoort,n,32631,"Parelhoenstraat,0tussen0Jan0van0Riebeeckpad0en...",2019,15,52.167002,5.398844,1350,13539277,50,105,4.2,9432.416,89.83253333,3.04,45,6592.383,65,101.4212769,1.032795884,32,11,30,0,0,0,0,2,1,0,0,1,9,2053.675037,0.400859609,0.15677305,3,1.728055299,21.67144747,0.797721558,0.85307217,627.8099976,0.02914487
Netherlands,Amersfoort,n,32631,"Liendertsedreef,0tussen0Korhoenstraat0en0Kwart...",2019,15,52.168443,5.399433,4419,13536208,43,97,4.511627907,7138.88,73.59670103,2.813953488,36,4088.903,55,74.34369091,1.021726443,30,6,30,10,50,0,52,0,2,0,0,0,0,1374.550181,0.392836341,0.149549853,3.050458716,1.591901745,22.31432098,0.787143495,0.962589361,588.0863647,0.03084725
